Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,3+,Graduate,Yes,51963,26177,161361,180,1,Urban,Y
Female,No,3+,Graduate,No,69330,4765,727555,120,1,Rural,Y
Female,Yes,3+,Not Graduate,Yes,66707,20354,842038,240,1,Semiurban,Y
Male,No,1,Not Graduate,Yes,33689,23929,447172,180,1,Urban,Y
Female,Yes,2,Graduate,Yes,44084,28820,66555,240,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,55387,46040,574213,180,1,Semiurban,Y
Male,Yes,3+,Graduate,Yes,89816,29523,664673,360,1,Rural,Y
Female,Yes,1,Not Graduate,No,17642,5552,461906,360,1,Semiurban,Y
Male,No,1,Graduate,Yes,57137,627,370646,120,0,Semiurban,Y
Female,No,1,Not Graduate,No,94832,11989,305658,120,1,Urban,Y
Female,No,2,Graduate,No,70561,13780,492065,240,1,Urban,Y
Male,Yes,0,Graduate,Yes,77260,6589,731707,180,1,Rural,Y
Male,No,0,Graduate,No,30438,34812,804085,300,0,Semiurban,N
Female,No,1,Graduate,Yes,63442,28128,153844,120,1,Semiurban,Y
Male,No,0,Not Graduate,No,17994,45939,141321,300,0,Semiurban,N
Male,Yes,0,Not Graduate,No,16813,38652,885488,300,0,Rural,N
Male,Yes,1,Graduate,Yes,99381,27790,769211,180,1,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,70276,40953,148234,240,1,Urban,Y
Female,No,3+,Graduate,Yes,56243,249,524718,180,1,Rural,Y
Male,No,0,Graduate,Yes,77912,19309,801993,120,1,Urban,Y
Female,No,2,Graduate,Yes,75272,25901,775571,300,0,Urban,N
Female,Yes,1,Graduate,No,57051,23576,878282,180,1,Rural,Y
Female,Yes,3+,Not Graduate,No,93854,31508,521761,180,1,Urban,Y
Female,No,2,Graduate,No,97736,9175,339987,180,1,Semiurban,Y
Female,Yes,0,Graduate,No,80618,25464,374464,120,1,Rural,Y
Male,Yes,3+,Not Graduate,No,16920,16260,604081,240,1,Urban,Y
Male,Yes,1,Graduate,No,92219,35440,723217,180,1,Semiurban,Y
Male,Yes,2,Graduate,No,91872,29546,69627,120,0,Semiurban,Y
Female,No,1,Graduate,Yes,96132,40047,373966,300,1,Urban,Y
Female,Yes,0,Not Graduate,Yes,17093,41430,527317,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,27905,1987,272633,120,0,Rural,N
Female,Yes,0,Not Graduate,No,39351,49242,367942,360,1,Urban,Y
Male,Yes,0,Graduate,Yes,45981,25105,798728,180,1,Semiurban,Y
Male,No,3+,Graduate,Yes,88903,12948,749476,180,1,Semiurban,Y
Male,No,1,Not Graduate,Yes,85821,13026,387462,120,0,Urban,N
Female,Yes,2,Graduate,Yes,97289,2773,416330,360,1,Urban,Y
Female,Yes,0,Graduate,No,99021,45927,832479,180,1,Urban,Y
Male,Yes,0,Not Graduate,Yes,93513,9878,400046,300,1,Urban,Y
Male,Yes,2,Not Graduate,No,34874,42946,471773,240,1,Rural,Y
Male,Yes,0,Not Graduate,No,65931,10377,383478,240,1,Urban,Y
Male,Yes,3+,Not Graduate,No,22674,7347,518379,180,1,Rural,Y
Female,No,3+,Not Graduate,Yes,65516,33776,418863,360,1,Rural,Y
Female,Yes,3+,Graduate,Yes,75686,3783,173099,180,1,Urban,Y
Male,No,3+,Not Graduate,No,84212,4298,783362,360,1,Rural,Y
Male,No,0,Graduate,No,17426,4668,747974,300,1,Urban,Y
Female,Yes,2,Graduate,No,83498,20671,324864,360,0,Urban,Y
Female,No,2,Graduate,Yes,44943,34820,369752,180,1,Semiurban,Y
Male,No,2,Not Graduate,No,81395,34484,157449,300,1,Urban,Y
Male,No,2,Not Graduate,Yes,59816,33078,152828,120,1,Semiurban,Y
Male,No,1,Graduate,No,19138,47159,176613,240,1,Rural,Y
Female,No,2,Not Graduate,No,90945,20922,122095,180,1,Semiurban,Y
Female,No,1,Not Graduate,No,19017,34028,680212,180,1,Rural,Y
Female,Yes,1,Not Graduate,Yes,25451,45925,527910,180,1,Urban,Y
Male,No,3+,Not Graduate,Yes,77956,20316,670740,300,1,Rural,Y
Male,No,1,Graduate,No,25278,11460,137593,120,1,Rural,Y
Female,No,0,Graduate,Yes,58764,16968,741252,360,1,Urban,Y
Female,Yes,1,Not Graduate,No,16134,30266,943407,120,1,Rural,Y
Male,No,3+,Graduate,Yes,77943,30209,389386,300,0,Urban,Y
Female,Yes,1,Not Graduate,Yes,69318,24000,952473,180,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,75128,14011,176202,240,1,Urban,Y
Male,Yes,0,Graduate,No,36869,2866,127606,180,1,Urban,Y
Female,Yes,0,Graduate,Yes,20039,47133,173769,360,1,Rural,Y
Male,No,3+,Graduate,Yes,36281,5898,168542,240,1,Semiurban,Y
Male,No,3+,Not Graduate,No,25442,18395,418582,180,1,Urban,Y
Male,Yes,2,Graduate,No,88788,39019,837356,240,1,Semiurban,Y
Male,No,3+,Not Graduate,No,42586,37707,625610,120,0,Semiurban,N
Male,Yes,0,Graduate,No,68053,4006,207550,300,1,Rural,Y
Male,Yes,0,Graduate,Yes,65489,34393,645330,180,1,Urban,Y
Male,Yes,3+,Not Graduate,Yes,98104,10956,620706,360,1,Rural,Y
Female,Yes,1,Not Graduate,Yes,82087,30663,505433,120,1,Urban,Y
Male,Yes,3+,Not Graduate,Yes,27625,6078,674987,180,1,Semiurban,Y
Male,No,3+,Not Graduate,Yes,49397,29631,140140,120,1,Urban,Y
Female,Yes,0,Not Graduate,No,73671,30140,516978,360,1,Urban,Y
Female,Yes,2,Not Graduate,Yes,81897,41691,586069,180,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,41149,3961,448731,360,0,Semiurban,N
Male,Yes,2,Not Graduate,Yes,75030,29277,429502,240,1,Urban,Y
Female,No,0,Graduate,No,84906,41574,348277,360,1,Rural,Y
Male,No,3+,Not Graduate,No,20283,31417,147628,240,1,Urban,Y
Male,No,0,Not Graduate,Yes,22610,22484,651234,180,1,Semiurban,Y
Male,Yes,0,Graduate,No,58326,18103,135058,240,1,Rural,Y
Male,Yes,0,Not Graduate,No,29924,29345,976599,180,1,Semiurban,Y
Female,Yes,3+,Graduate,No,91162,46326,531799,180,1,Semiurban,Y
Female,No,3+,Graduate,No,15869,39454,201542,300,1,Rural,Y
Male,Yes,3+,Not Graduate,No,16014,1587,355273,180,1,Semiurban,Y
Male,No,3+,Graduate,No,25103,42571,320675,240,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,97522,21031,349182,300,1,Semiurban,Y
Female,No,2,Graduate,Yes,48458,26212,400083,300,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,97409,10350,92674,180,1,Semiurban,Y
Male,Yes,3+,Graduate,No,38248,18816,177572,360,1,Semiurban,Y
Female,Yes,2,Not Graduate,Yes,58516,20288,800018,360,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,44061,29432,525692,300,1,Semiurban,Y
Male,No,3+,Graduate,No,39170,44222,341975,180,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,23024,48617,631462,360,1,Urban,Y
Female,Yes,1,Not Graduate,No,97214,6837,847711,180,1,Urban,Y
Male,No,1,Not Graduate,No,58803,34217,481436,180,0,Semiurban,N
Female,No,0,Graduate,No,34296,20884,897042,300,0,Urban,N
Male,No,2,Graduate,Yes,33257,5454,495935,300,1,Rural,Y
Female,Yes,0,Not Graduate,Yes,27855,9424,830296,120,1,Urban,Y
Male,No,3+,Not Graduate,Yes,35025,36885,103051,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,Yes,19458,41637,253085,360,0,Semiurban,N
Male,No,0,Not Graduate,No,78610,43618,368796,360,0,Urban,N
Female,Yes,0,Not Graduate,No,85843,18412,115524,240,1,Semiurban,Y
Male,No,2,Graduate,Yes,98961,47111,526152,180,1,Rural,Y
Female,No,2,Not Graduate,No,64831,39613,318614,300,1,Rural,Y
Male,No,1,Graduate,No,58427,20142,510814,360,0,Semiurban,Y
Male,No,0,Not Graduate,Yes,53506,37392,567733,120,1,Rural,Y
Female,No,0,Graduate,No,20668,8848,365617,360,1,Rural,Y
Male,Yes,2,Not Graduate,Yes,62195,49317,987384,180,1,Urban,Y
Male,No,0,Not Graduate,No,88233,13136,805477,180,0,Rural,N
Female,No,0,Graduate,Yes,39417,589,94439,300,1,Urban,Y
Male,No,0,Graduate,No,96982,20908,326452,240,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,25751,6509,141563,300,1,Urban,Y
Male,No,1,Not Graduate,Yes,61218,40461,801616,360,1,Semiurban,Y
Male,Yes,3+,Not Graduate,Yes,22352,42222,347225,120,1,Semiurban,Y
Female,No,1,Not Graduate,Yes,94052,49223,780602,300,0,Semiurban,N
Female,No,3+,Not Graduate,Yes,43927,44476,493599,240,1,Semiurban,Y
Male,Yes,0,Graduate,No,56094,45710,584125,300,1,Semiurban,Y
Female,No,1,Graduate,No,69122,49420,809495,180,1,Urban,Y
Male,Yes,3+,Not Graduate,Yes,44493,9968,692416,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,88539,2462,217896,360,1,Rural,Y
Male,No,2,Graduate,Yes,46707,9460,738433,360,1,Rural,Y
Male,Yes,1,Graduate,Yes,83814,33783,949083,360,1,Semiurban,Y
Male,No,1,Not Graduate,No,22296,9275,671912,360,1,Rural,Y
Male,No,0,Graduate,No,40398,28677,469515,360,1,Urban,Y
Male,Yes,1,Not Graduate,Yes,50842,13269,764221,120,0,Urban,N
Male,Yes,0,Graduate,Yes,28261,406,80063,240,1,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,91709,7384,643741,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,71704,22553,304371,240,1,Semiurban,Y
Female,No,2,Not Graduate,No,82173,24366,152166,360,1,Rural,Y
Male,No,3+,Not Graduate,No,46781,44036,64506,300,1,Rural,Y
Female,Yes,2,Graduate,No,28652,17369,275413,360,0,Urban,N
Female,No,2,Not Graduate,Yes,20103,11795,163604,180,1,Rural,Y
Female,No,1,Not Graduate,Yes,40500,4485,76026,120,0,Urban,N
Male,No,2,Not Graduate,Yes,50529,41669,470888,300,0,Rural,N
Male,No,3+,Not Graduate,Yes,33452,2618,364557,300,1,Urban,Y
Female,Yes,1,Not Graduate,Yes,64393,30143,305116,180,1,Semiurban,Y
Male,Yes,3+,Not Graduate,Yes,46174,29425,377210,360,1,Rural,Y
Female,No,2,Not Graduate,No,79450,22673,240285,120,1,Urban,Y
Male,Yes,3+,Not Graduate,No,50436,9603,100971,300,1,Rural,Y
Female,Yes,1,Graduate,Yes,62406,39696,470497,120,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,78059,5368,163978,300,1,Urban,Y
Male,No,3+,Not Graduate,No,30954,4621,209163,360,1,Rural,Y
Female,No,3+,Not Graduate,No,97722,14719,886926,300,1,Rural,Y
Male,No,1,Graduate,No,27356,29227,153864,300,1,Semiurban,Y
Female,Yes,1,Graduate,No,17187,43894,986114,240,1,Semiurban,Y
Female,No,3+,Graduate,Yes,92243,7566,444295,360,1,Urban,Y
Male,No,2,Not Graduate,Yes,50098,12306,669674,180,1,Rural,Y
Male,Yes,3+,Graduate,Yes,36225,24042,489967,180,1,Rural,Y
Male,No,1,Not Graduate,Yes,18606,15086,660414,360,0,Semiurban,N
Female,No,0,Not Graduate,Yes,72620,17387,498648,180,1,Semiurban,Y
Male,Yes,0,Graduate,No,47828,27042,736311,360,1,Urban,Y
Female,Yes,2,Not Graduate,Yes,41489,23888,655151,180,0,Rural,N
Female,Yes,3+,Not Graduate,No,29387,26514,390435,240,1,Rural,Y
Male,No,0,Not Graduate,Yes,84463,18323,175659,180,1,Urban,Y
Male,No,3+,Not Graduate,Yes,86832,18019,765232,300,1,Urban,Y
Female,No,1,Graduate,Yes,17591,9890,57235,360,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,63516,40863,394877,120,1,Semiurban,Y
Male,Yes,2,Not Graduate,Yes,77061,45487,112712,120,1,Urban,Y
Male,No,1,Not Graduate,No,81736,10283,202545,360,1,Urban,Y
Male,No,2,Graduate,No,96257,18279,772927,240,1,Rural,Y
Male,Yes,1,Not Graduate,No,76753,46999,812178,180,1,Urban,Y
Male,Yes,0,Graduate,Yes,99774,22908,175849,240,1,Urban,Y
Female,Yes,2,Not Graduate,Yes,26087,47466,305493,120,0,Rural,N
Female,Yes,2,Not Graduate,No,45816,37952,654111,360,1,Urban,Y
Female,No,1,Graduate,Yes,38408,35170,154215,360,1,Semiurban,Y
Female,Yes,2,Graduate,Yes,15136,37663,815359,240,1,Semiurban,Y
Male,No,1,Graduate,No,32413,44172,82230,240,1,Rural,Y
Male,No,1,Graduate,Yes,74500,47929,396717,180,1,Urban,Y
Male,No,1,Not Graduate,No,99514,9343,797948,300,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,71358,10637,512092,300,0,Semiurban,Y
Female,Yes,0,Not Graduate,No,81197,34724,352788,180,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,47854,39791,229736,300,1,Semiurban,Y
Male,Yes,3+,Graduate,Yes,91240,29134,881635,120,0,Urban,N
Female,No,2,Not Graduate,No,31322,46830,378821,300,1,Urban,Y
Female,Yes,3+,Graduate,Yes,21968,47101,468641,180,0,Urban,Y
Male,Yes,0,Graduate,Yes,42518,3907,697534,300,1,Urban,Y
Male,No,3+,Graduate,No,66925,33575,134817,360,0,Semiurban,Y
Female,Yes,2,Graduate,Yes,74848,46799,288657,240,0,Rural,Y
Male,No,3+,Not Graduate,No,16700,4827,267033,120,1,Rural,Y
Male,No,0,Not Graduate,Yes,38199,30607,281414,360,1,Semiurban,Y
Male,No,1,Graduate,Yes,59589,13699,306812,360,0,Semiurban,Y
Female,No,3+,Graduate,Yes,47115,37292,906238,180,1,Rural,Y
Female,No,0,Graduate,Yes,76934,47961,354958,240,0,Rural,Y
Female,No,0,Not Graduate,No,69316,25883,644507,240,1,Semiurban,Y
Female,No,2,Not Graduate,Yes,20520,48991,220956,120,0,Semiurban,N
Female,No,2,Not Graduate,No,51455,5313,407489,180,1,Urban,Y
Female,Yes,3+,Not Graduate,Yes,56605,13598,307134,120,1,Urban,Y
Female,Yes,1,Graduate,Yes,29955,45826,412232,300,0,Rural,Y
Male,Yes,0,Graduate,Yes,59049,49909,905754,360,1,Semiurban,Y
Male,Yes,3+,Graduate,Yes,28917,28807,71650,120,1,Rural,Y
Male,No,0,Not Graduate,No,85293,4887,406386,360,1,Urban,Y
Male,Yes,0,Graduate,No,93581,3854,976694,180,1,Urban,Y
Male,No,1,Not Graduate,No,79925,45226,874628,300,1,Rural,Y
Male,Yes,1,Not Graduate,No,85269,14536,220521,180,1,Urban,Y
Male,Yes,3+,Graduate,Yes,45954,3558,220733,300,1,Semiurban,Y
Female,Yes,1,Graduate,No,87617,9772,866141,300,1,Rural,Y
Female,No,1,Graduate,No,56458,36343,292037,360,1,Semiurban,Y
Male,Yes,3+,Not Graduate,Yes,36113,35186,130428,180,1,Semiurban,Y
Male,No,1,Not Graduate,Yes,58939,36966,256251,180,1,Urban,Y
Female,No,2,Graduate,Yes,44345,33769,584231,120,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,61313,39887,748600,180,1,Rural,Y
Male,Yes,0,Not Graduate,No,84166,19229,488976,120,0,Semiurban,N
Female,Yes,0,Graduate,No,62861,9673,71042,240,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,64298,27877,827130,240,1,Semiurban,Y
Female,Yes,3+,Not Graduate,Yes,62221,31601,880326,240,1,Semiurban,Y
Male,No,0,Graduate,Yes,59942,38084,974373,180,0,Semiurban,N
Female,No,0,Graduate,No,18453,16244,368903,180,1,Urban,Y
Female,Yes,0,Graduate,No,69935,27356,418117,120,1,Rural,Y
Female,Yes,0,Graduate,Yes,58370,16806,880738,300,1,Urban,Y
Male,No,2,Not Graduate,Yes,23328,23099,944801,120,1,Rural,Y
Female,No,0,Not Graduate,No,30534,44641,760731,240,1,Rural,Y
Male,No,2,Not Graduate,Yes,99925,37034,726278,120,0,Rural,N
Male,Yes,3+,Graduate,Yes,51320,40317,864811,300,1,Rural,Y
Male,No,1,Not Graduate,No,64170,19094,432811,180,1,Rural,Y
Male,Yes,0,Graduate,Yes,95201,10589,551691,120,0,Semiurban,Y
Female,No,1,Graduate,No,23640,1657,264304,240,1,Urban,Y
Female,No,1,Graduate,Yes,45049,32764,446178,240,1,Urban,Y
Male,Yes,3+,Graduate,Yes,20618,39531,719211,180,1,Semiurban,Y
Male,No,1,Graduate,No,71053,3164,954058,120,0,Rural,N
Female,Yes,2,Graduate,No,16920,27542,488963,300,1,Urban,Y
Male,Yes,1,Not Graduate,Yes,58937,18437,961612,180,1,Semiurban,Y
Female,No,1,Graduate,No,84724,41247,364493,120,1,Semiurban,Y
Male,Yes,1,Not Graduate,Yes,27207,38505,251904,360,1,Urban,Y
Male,Yes,0,Not Graduate,Yes,80774,19601,761716,240,1,Urban,Y
Female,No,0,Graduate,No,47972,28430,720105,300,1,Rural,Y
Male,Yes,2,Graduate,Yes,25799,6009,55730,300,1,Rural,Y
Female,Yes,2,Graduate,Yes,86088,49759,457137,300,1,Urban,Y
Male,Yes,0,Not Graduate,No,43916,4552,803790,240,1,Rural,Y
Male,No,2,Graduate,No,85463,9417,252210,120,1,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,91700,41989,788471,180,1,Rural,Y
Female,No,3+,Graduate,No,52158,2671,69023,120,1,Rural,Y
Male,No,1,Graduate,No,99607,6519,701084,180,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,86696,36730,917965,300,1,Rural,Y
Male,Yes,2,Not Graduate,No,76510,12734,395430,120,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,73692,45890,878411,300,0,Rural,N
Female,No,0,Not Graduate,Yes,76744,3722,859269,360,0,Urban,N
Female,Yes,2,Not Graduate,Yes,30810,4906,458213,300,1,Rural,Y
Male,Yes,0,Not Graduate,No,20126,30096,941407,300,1,Urban,Y
Female,Yes,3+,Not Graduate,No,45009,40031,750399,180,1,Urban,Y
Male,Yes,1,Not Graduate,No,15192,13699,570610,360,1,Urban,Y
Male,Yes,2,Graduate,No,51413,21438,70923,300,0,Urban,Y
Male,No,2,Graduate,No,27816,43856,845308,300,1,Urban,Y
Female,No,0,Not Graduate,No,54082,33576,897405,360,0,Semiurban,N
Female,Yes,2,Graduate,No,80048,41938,446103,360,1,Semiurban,Y
Female,Yes,3+,Graduate,Yes,65940,49028,244795,120,1,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,47130,49877,878854,180,1,Urban,Y
Female,Yes,0,Graduate,No,55142,32247,283462,360,1,Rural,Y
Female,No,0,Not Graduate,No,51468,43461,101413,360,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,45698,27938,938916,240,1,Rural,Y
Female,No,3+,Graduate,Yes,25655,40469,970345,360,1,Rural,Y
Female,No,0,Not Graduate,Yes,62897,17600,305719,180,1,Urban,Y
Male,Yes,2,Not Graduate,No,45075,20435,603044,300,1,Urban,Y
Female,No,3+,Not Graduate,No,24359,18581,383720,300,0,Urban,N
Female,No,1,Not Graduate,Yes,57056,14191,692536,300,1,Semiurban,Y
Female,No,1,Not Graduate,Yes,66831,19190,322448,300,1,Urban,Y
Female,No,2,Graduate,Yes,74191,27386,604629,240,1,Semiurban,Y
Female,Yes,2,Graduate,Yes,48272,31721,972262,360,1,Semiurban,Y
Female,Yes,3+,Not Graduate,No,29671,13704,460226,300,1,Semiurban,Y
Female,No,1,Not Graduate,Yes,42048,2123,177039,120,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,91274,25174,766118,300,1,Urban,Y
Female,Yes,1,Not Graduate,No,40963,44301,737018,360,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,58954,49376,230074,300,1,Urban,Y
Female,Yes,1,Not Graduate,Yes,87309,47216,808678,240,1,Urban,Y
Male,Yes,0,Not Graduate,Yes,15717,14586,706735,180,1,Semiurban,Y
Male,No,2,Not Graduate,No,26676,31976,673773,180,1,Urban,Y
Female,Yes,0,Not Graduate,Yes,19434,25416,858524,360,1,Rural,Y
Female,Yes,1,Not Graduate,No,64810,1814,181562,180,1,Urban,Y
Male,Yes,3+,Not Graduate,No,19994,13001,53729,180,1,Urban,Y
